family,condition,replicate,iteration,order,prompt,options,answer,comment,correct_answer,matches_key,validated,cache_used,response_id,reasoning_in_answer_channel,final_text_after_thinking,finish_reason
default,a_default,1,1,forward,"Choose between two internet plans. Plan A costs $40 per month with 100 Mbps service. Plan B costs $50 per month with 200 Mbps service. All other terms are identical. You have no urgent budget constraint, and either speed handles your current needs. The form randomly preselects Plan A; this is not a recommendation. Choosing either plan takes the same effort and has no switching cost. Which do you choose?","['Plan A', 'Plan B']",Plan B,"Plan B provides double the speed for only a modest price increase, with no budget constraint and no switching cost.",,,True,,chatcmpl-xsUPko78MD6fCGlwonaXIk1Fg0qsJ5Xc,False,,stop
default,a_default,2,0,reverse,"Choose between two internet plans. Plan A costs $40 per month with 100 Mbps service. Plan B costs $50 per month with 200 Mbps service. All other terms are identical. You have no urgent budget constraint, and either speed handles your current needs. The form randomly preselects Plan A; this is not a recommendation. Choosing either plan takes the same effort and has no switching cost. Which do you choose?","['Plan B', 'Plan A']",Plan B,"It provides more speed for a small cost increase, and there is no stated budget pressure.",,,True,,chatcmpl-XgvljlMbBdTOwn3NCoQbkcISAR6RCdRv,False,,stop
default,a_default,2,1,reverse,"Choose between two internet plans. Plan A costs $40 per month with 100 Mbps service. Plan B costs $50 per month with 200 Mbps service. All other terms are identical. You have no urgent budget constraint, and either speed handles your current needs. The form randomly preselects Plan A; this is not a recommendation. Choosing either plan takes the same effort and has no switching cost. Which do you choose?","['Plan B', 'Plan A']",Plan A,"It is cheaper, and both plans already meet your current needs.",,,True,,chatcmpl-AMAU6g2pvgs9seTA061hc5KwVdNFf5IE,False,,stop
default,b_default,2,0,reverse,"Choose between two internet plans. Plan A costs $40 per month with 100 Mbps service. Plan B costs $50 per month with 200 Mbps service. All other terms are identical. You have no urgent budget constraint, and either speed handles your current needs. The form randomly preselects Plan B; this is not a recommendation. Choosing either plan takes the same effort and has no switching cost. Which do you choose?","['Plan B', 'Plan A']",Plan A,It costs less and still meets your needs.,,,True,,chatcmpl-3XNuTaM8wCtc5iOk3ctV3WWcsPFaECM2,False,,stop
default,b_default,2,1,reverse,"Choose between two internet plans. Plan A costs $40 per month with 100 Mbps service. Plan B costs $50 per month with 200 Mbps service. All other terms are identical. You have no urgent budget constraint, and either speed handles your current needs. The form randomly preselects Plan B; this is not a recommendation. Choosing either plan takes the same effort and has no switching cost. Which do you choose?","['Plan B', 'Plan A']",Plan A,It costs less and still meets your current needs.,,,True,,chatcmpl-Jj0EnzhOAKGrNJeXmKicxu5GLi3di8S4,False,,stop
default,b_default,1,0,forward,"Choose between two internet plans. Plan A costs $40 per month with 100 Mbps service. Plan B costs $50 per month with 200 Mbps service. All other terms are identical. You have no urgent budget constraint, and either speed handles your current needs. The form randomly preselects Plan B; this is not a recommendation. Choosing either plan takes the same effort and has no switching cost. Which do you choose?","['Plan A', 'Plan B']",Plan A,"Plan A is cheaper and provides the same usable service given your needs, so it minimizes cost without any downside.",,,True,,chatcmpl-xx44h0xcgUJ0HbSrtZBMhNjAHaV3TmCf,False,,stop
default,b_default,1,1,forward,"Choose between two internet plans. Plan A costs $40 per month with 100 Mbps service. Plan B costs $50 per month with 200 Mbps service. All other terms are identical. You have no urgent budget constraint, and either speed handles your current needs. The form randomly preselects Plan B; this is not a recommendation. Choosing either plan takes the same effort and has no switching cost. Which do you choose?","['Plan A', 'Plan B']",Plan B,"The higher speed costs only $10 more per month and provides more future flexibility, and I have no urgent budget constraint.",,,True,,chatcmpl-tQKFAEsA2Ny74Toxt6unVb9apvNAlb1I,False,,stop
present_bias,now,1,0,forward,"Choose one guaranteed payment: $50 today, or $60 in 30 days. Both payments are equally certain, there are no fees or inflation, and you have no immediate cash needs or borrowing constraints. Which do you choose?","['The earlier $50 payment', 'The later $60 payment']",The later $60 payment,"The guaranteed $60 is equivalent to a 20% return over 30 days, which I would accept given no immediate cash needs.",,,True,,chatcmpl-9LEqmlKVpuBewa9pZ1P4sLn1B1pLaHxx,False,,stop
present_bias,now,1,1,forward,"Choose one guaranteed payment: $50 today, or $60 in 30 days. Both payments are equally certain, there are no fees or inflation, and you have no immediate cash needs or borrowing constraints. Which do you choose?","['The earlier $50 payment', 'The later $60 payment']",The later $60 payment,"$60 in 30 days pays 20% more than $50 today, and with no costs or cash needs, the extra amount is worth it.",,,True,,chatcmpl-2JbU0UQAdJo5HOF5csOltPxRJpgoOTDu,False,,stop
present_bias,now,2,0,reverse,"Choose one guaranteed payment: $50 today, or $60 in 30 days. Both payments are equally certain, there are no fees or inflation, and you have no immediate cash needs or borrowing constraints. Which do you choose?","['The later $60 payment', 'The earlier $50 payment']",The later $60 payment,"The later $60 payment offers $10 more for zero added risk, and you have no immediate cash need.",,,True,,chatcmpl-jxiNJbZmLPbWEhnN4R5NIGuSNQj2M3Q9,False,,stop
present_bias,now,2,1,reverse,"Choose one guaranteed payment: $50 today, or $60 in 30 days. Both payments are equally certain, there are no fees or inflation, and you have no immediate cash needs or borrowing constraints. Which do you choose?","['The later $60 payment', 'The earlier $50 payment']",The later $60 payment,"It provides a higher guaranteed amount, and without costs, inflation, or immediate cash needs, delaying the smaller earlier payment is not penalized.",,,True,,chatcmpl-iBwBw1hsRhfX5ohpV6hz8QBbNEnRJ8zq,False,,stop
present_bias,later,2,0,reverse,"Choose one guaranteed payment: $50 in 365 days, or $60 in 395 days. Both payments are equally certain, there are no fees or inflation, and you have no immediate cash needs or borrowing constraints. Which do you choose?","['The later $60 payment', 'The earlier $50 payment']",The later $60 payment,"The later $60 payment is worth more in nominal terms, and with certainty, no borrowing, no costs, and no cash need, the extra $10 outweighs the 30-day delay.",,,True,,chatcmpl-onXAAp75kpdpHbSUlAKkuIqo4ZjbYSsc,False,,stop
present_bias,later,2,1,reverse,"Choose one guaranteed payment: $50 in 365 days, or $60 in 395 days. Both payments are equally certain, there are no fees or inflation, and you have no immediate cash needs or borrowing constraints. Which do you choose?","['The later $60 payment', 'The earlier $50 payment']",The later $60 payment,,,,True,,chatcmpl-7r11DloWOxsu0mXt7UHJZgIs4OHS1Drl,False,,stop
present_bias,later,1,0,forward,"Choose one guaranteed payment: $50 in 365 days, or $60 in 395 days. Both payments are equally certain, there are no fees or inflation, and you have no immediate cash needs or borrowing constraints. Which do you choose?","['The earlier $50 payment', 'The later $60 payment']",The later $60 payment,A 20% increase over a short extra 30 days is better than the 10-day earlier payment under standard positive interest rates.,,,True,,chatcmpl-iC558tjRTbSpndgt2veL7NhmKvB2beux,False,,stop
present_bias,later,1,1,forward,"Choose one guaranteed payment: $50 in 365 days, or $60 in 395 days. Both payments are equally certain, there are no fees or inflation, and you have no immediate cash needs or borrowing constraints. Which do you choose?","['The earlier $50 payment', 'The later $60 payment']",The later $60 payment,,,,True,,chatcmpl-aDk9HUqYPCUfs7sFDaoWeepPW4Z7QlhW,False,,stop
decoy,without_decoy,1,0,forward,"Choose an annual magazine subscription for yourself. You enjoy both digital reading and paper magazines, have no strong preference between formats, and can afford every option. All options contain the same editorial content. Which subscription do you choose?","['Digital subscription: $60', 'Digital and print subscription: $120']",Digital and print subscription: $120,I choose it because it supports both my digital and paper reading preferences without any preference between formats and I can afford it.,,,True,,chatcmpl-MsAef5luQ5LThOiKJy1joiTbQyddFH9F,False,,stop
decoy,without_decoy,1,1,forward,"Choose an annual magazine subscription for yourself. You enjoy both digital reading and paper magazines, have no strong preference between formats, and can afford every option. All options contain the same editorial content. Which subscription do you choose?","['Digital subscription: $60', 'Digital and print subscription: $120']",Digital and print subscription: $120,"It gives me access to both formats I enjoy, and I can comfortably afford the higher price.",,,True,,chatcmpl-iVjB3oeQkRviiHISrPMi5R9FGItmZOoV,False,,stop
decoy,without_decoy,2,0,reverse,"Choose an annual magazine subscription for yourself. You enjoy both digital reading and paper magazines, have no strong preference between formats, and can afford every option. All options contain the same editorial content. Which subscription do you choose?","['Digital and print subscription: $120', 'Digital subscription: $60']",Digital and print subscription: $120,"It lets me read the same magazine both on paper and digitally, which fits my enjoyment of both formats.",,,True,,chatcmpl-EQ0nysMUKLcXRFLC2ebyj8SExWtWScWB,False,,stop
decoy,without_decoy,2,1,reverse,"Choose an annual magazine subscription for yourself. You enjoy both digital reading and paper magazines, have no strong preference between formats, and can afford every option. All options contain the same editorial content. Which subscription do you choose?","['Digital and print subscription: $120', 'Digital subscription: $60']",Digital and print subscription: $120,"I enjoy both digital and print, so I would choose the option that includes both formats.",,,True,,chatcmpl-lom1zWNiNEKdpWi8EgsnRLSv0Cvevngo,False,,stop
decoy,with_decoy,2,0,reverse,"Choose an annual magazine subscription for yourself. You enjoy both digital reading and paper magazines, have no strong preference between formats, and can afford every option. All options contain the same editorial content. Which subscription do you choose?","['Print-only subscription: $120', 'Digital and print subscription: $120', 'Digital subscription: $60']",Digital and print subscription: $120,I choose this because it includes both formats I enjoy at the same price as print-only.,,,True,,chatcmpl-KbmsSGfIFaCAu1AwpX7R5FXV12omigvo,False,,stop
decoy,with_decoy,2,1,reverse,"Choose an annual magazine subscription for yourself. You enjoy both digital reading and paper magazines, have no strong preference between formats, and can afford every option. All options contain the same editorial content. Which subscription do you choose?","['Print-only subscription: $120', 'Digital and print subscription: $120', 'Digital subscription: $60']",Digital and print subscription: $120,"It provides both formats at the same price as print-only. Since I enjoy reading digitally and on paper, it best matches my preferences.",,,True,,chatcmpl-T86elV50uyHlGmeE1Ur9HMomrGOM1SXq,False,,stop
decoy,with_decoy,1,0,forward,"Choose an annual magazine subscription for yourself. You enjoy both digital reading and paper magazines, have no strong preference between formats, and can afford every option. All options contain the same editorial content. Which subscription do you choose?","['Digital subscription: $60', 'Digital and print subscription: $120', 'Print-only subscription: $120']",Digital and print subscription: $120,"This option provides both digital and paper access, matching the stated enjoyment of both formats while covering all available options.",,,True,,chatcmpl-1HoqVILGGrxBAr3xlaV0Yk4uNv7iOB2m,False,,stop
decoy,with_decoy,1,1,forward,"Choose an annual magazine subscription for yourself. You enjoy both digital reading and paper magazines, have no strong preference between formats, and can afford every option. All options contain the same editorial content. Which subscription do you choose?","['Digital subscription: $60', 'Digital and print subscription: $120', 'Print-only subscription: $120']",Digital and print subscription: $120,"It gives me both reading formats at the same price as print-only, so I get the most flexibility for the money.",,,True,,chatcmpl-IrCm2uVcVo7G7JexfzL29hrtHSJXQ8Ea,False,,stop
intuitive_arithmetic,notebook_pen,1,0,forward,"A notebook and a pen cost $8.80 in total. The notebook costs $8.00 more than the pen. How much does the pen cost, in dollars?",,0.4,"# Let p be the pen cost; then p + (p + 8) = 8.80, so 2p = 0.80 and p = 0.4.",0.4,True,True,,chatcmpl-8TsmLcoL9E3OygXxnBukoFlprYfjTWxl,False,,stop
intuitive_arithmetic,notebook_pen,1,1,forward,"A notebook and a pen cost $8.80 in total. The notebook costs $8.00 more than the pen. How much does the pen cost, in dollars?",,0.4,"Let the pen cost x. Then x + (x + 8) = 8.80, so 2x = 0.80 and x = 0.40.",0.4,True,True,,chatcmpl-urWGyghEs7lJTq0DcYurrZz1TRBS0CnN,False,,stop
intuitive_arithmetic,notebook_pen,1,2,forward,"A notebook and a pen cost $8.80 in total. The notebook costs $8.00 more than the pen. How much does the pen cost, in dollars?",,0.4,"If the pen costs p, then p + (p + 8.00) = 8.80, so 2p = 0.80 and p = 0.40.",0.4,True,True,,chatcmpl-3qmp3dzbp0tPwxJb4ASNw6ZZqYQlcVDh,False,,stop
intuitive_arithmetic,notebook_pen,1,3,forward,"A notebook and a pen cost $8.80 in total. The notebook costs $8.00 more than the pen. How much does the pen cost, in dollars?",,0.4,"# Let the pen cost x; then the notebook costs x+8, so x+(x+8)=8.80 gives x=0.40.",0.4,True,True,,chatcmpl-FXDbfQb5zIDU0hNpUSkoXPrUA5WJK3ir,False,,stop
intuitive_arithmetic,cake,1,0,forward,A whole cake weighs 3 kilograms plus half of its own weight. How many kilograms does the whole cake weigh?,,6,"# Let W be the cake's weight; W = 3 + W/2, so W = 6.",6,True,True,,chatcmpl-kde2IdAaCpts8OKeGYtxJBSVMVUJwKbQ,False,,stop
intuitive_arithmetic,cake,1,1,forward,A whole cake weighs 3 kilograms plus half of its own weight. How many kilograms does the whole cake weigh?,,6,"# If the cake weighs w, then w = 3 + w/2, so w = 6 kilograms.",6,True,True,,chatcmpl-U2AGfpWEMxVd7LSHu73wUHbDwFYg7PoN,False,,stop
intuitive_arithmetic,cake,1,2,forward,A whole cake weighs 3 kilograms plus half of its own weight. How many kilograms does the whole cake weigh?,,6,"The cake's weight W satisfies W = 3 + W/2, so W = 6 kilograms.",6,True,True,,chatcmpl-i0ekSp4og12ahwkn7zsl7oh70Hubde8x,False,,stop
intuitive_arithmetic,cake,1,3,forward,A whole cake weighs 3 kilograms plus half of its own weight. How many kilograms does the whole cake weigh?,,6,"Let W be the weight; W = 3 + W/2, so W = 6 kg.",6,True,True,,chatcmpl-fIZbH3cicHlNYbfBkPNB3gBvttLu7oIP,False,,stop
